date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-04-16,9.4,1.5,16.1,0,0,84,13.3,46.8,1024.2,755
2019-04-17,11.8,3.9,18.5,0,0,77,13,35.3,1027.8,750
2019-04-18,14.6,5.7,21.4,0,0,68,11.2,42.1,1030.6,764
2019-04-19,15.6,8.6,22.4,0,0,68,10.8,31.3,1032.9,771
2019-04-20,13.8,5,21.8,0,0,27,7.9,37.8,1030.4,776
2019-04-21,14.7,6.5,21.3,0,0,75,8.3,33.8,1023.5,780
2019-04-22,13.7,7.5,19.1,0,0,85,19.4,64.8,1017.7,782
2019-04-23,14.9,10,19.5,0,0,98,28.4,65.5,1010.2,540
2019-04-24,17.6,12.6,23.7,0.2,0,125,22,49.3,1006.8,617
2019-04-25,19.2,12.1,25.7,0,0,171,11.9,33.5,1010.6,703
2019-04-26,18.8,10.1,25.1,3.2,0,2,15.5,45,1008.4,561
2019-04-27,13,8.8,18.4,0.5,0,260,14,33.5,1012.1,60
2019-04-28,10.2,8.2,13.5,0.8,0,279,14.4,35.3,1017.3,119
2019-04-29,10.5,5.4,17.6,1.8,0,328,14,41.4,1018.1,215
2019-04-30,11.3,3.1,18.8,0.5,0,356,10.4,32,1017.7,749
2019-05-01,12.5,7.5,17.2,0.1,0,287,16.6,43.2,1012.2,504
2019-05-02,10.2,6.9,14.2,0.1,0,267,23.4,49.3,1006.1,7
2019-05-03,8.4,5.3,12.4,0,0,286,19.8,46.8,1007.7,313
2019-05-04,6.8,2.9,11.2,0,0,278,13.7,35.6,1007.2,219
2019-05-05,6.7,-1.2,12.4,0,0,292,9.4,29.5,1016,436
2019-05-06,8,2.6,13.4,0.8,0,273,17.3,45.7,1017.4,340
2019-05-07,8.5,3.8,14.1,0,0,270,11.9,37.8,1017.4,445
2019-05-08,12.2,2.6,18.5,0.2,0,142,15.8,51.1,1007.6,507
2019-05-09,13.8,10.3,17.6,0.2,0,190,12.6,36.4,1000,163
2019-05-10,12.7,6.3,18.6,0.2,0,261,13.7,55.1,1007.3,240
2019-05-11,11.1,5.3,15.7,1.5,0,34,7.9,27.7,1014.2,225
2019-05-12,11.7,6.6,17.1,0,0,334,13.7,39.6,1027.6,695
2019-05-13,10.3,2.5,16,0,0,333,10.8,36.4,1034.8,545
2019-05-14,8.9,3.6,13.9,0,0,15,13.7,45,1032.4,441
2019-05-15,8.6,2,14.1,3.1,0,17,12.6,35.6,1025.8,106
2019-05-16,9.5,7,11.8,7.1,0,31,8.6,25.2,1016.2,0
2019-05-17,13.8,5.1,20.2,0,0,99,7.6,29.2,1011.5,352
2019-05-18,17.9,10.8,24.9,0,0,104,11.5,42.1,1007.8,771
2019-05-19,19.3,11.5,25.7,0,0,69,11.2,40.7,1005.6,612
2019-05-20,18.7,14.7,25.4,15.3,0,48,11.2,74.2,1002.5,405
2019-05-21,18.2,12.7,24.1,4.4,0,0,8.6,33.5,1005.2,510
2019-05-22,12.7,11.2,15.3,0.4,0,297,18,43.2,1013.1,0
2019-05-23,14.1,7.8,19.4,0,0,309,10.4,35.6,1018,734
2019-05-24,17.7,9.7,23.3,0,0,211,11.5,42.1,1013.6,749
2019-05-25,13.1,9.5,16,0,0,290,13.7,35.3,1014.9,179
2019-05-26,16.2,7.5,21.7,0,0,245,18.7,51.8,1011.9,327
2019-05-27,18.3,14.6,21.5,0,0,239,17.3,40.7,1007,43
2019-05-28,15.2,9.6,19.9,0,0,319,10.8,31,1007.1,226
2019-05-29,12.6,8.6,18.3,0,0,320,11.2,37.8,1020.5,636
2019-05-30,16.4,7.1,23.9,0,0,192,14.4,45,1023.6,632
2019-05-31,18.8,13.2,24.8,5.6,0,250,13,38.9,1022.6,229
2019-06-01,21.2,14.4,27.4,0,0,235,11.2,40.7,1020.7,770
2019-06-02,24,15.3,31.2,0,0,136,9.4,31,1017,734
2019-06-03,26.3,18.4,33.8,0.3,0,182,14.8,57.2,1013,752
2019-06-04,24.5,17.2,30.8,0,0,70,7.9,25.9,1011.8,726
2019-06-05,27.5,19.8,33.6,0,0,108,14,37.8,1008.4,879
2019-06-06,21.8,15,31.1,10,0,125,15.5,47.5,1008.7,467
2019-06-07,19.8,13.7,25.4,0.1,0,218,11.2,35.6,1014.1,794
2019-06-08,18.7,13.8,23.2,0,0,224,23.4,59.4,1019.1,477
2019-06-09,19.7,11.7,26,3.2,0,187,9.7,31.3,1023.3,729
2019-06-10,21.6,15.2,27.4,1.5,0,68,8.3,29.2,1013.5,351
2019-06-11,23.7,17.3,30.1,45,0,122,11.5,64.1,1009.5,665
2019-06-12,22.5,16.5,33.4,9.5,0,38,13.3,81.4,1008.2,576
2019-06-13,19.9,14.8,25.5,0,0,192,7.9,25.2,1014.8,471
2019-06-14,23.8,14.8,29.7,0,0,104,10.8,36.4,1017.4,662
2019-06-15,25.2,17.6,31.7,0,0,138,22.3,57.2,1011,510
2019-06-16,18.6,14.5,22.1,0,0,283,11.5,29.5,1019.6,356
2019-06-17,22,16,26.8,0,0,118,6.8,24.1,1021.3,700
2019-06-18,24,17,29.5,0,0,117,12.6,40,1016.8,898
2019-06-19,26,19,32.1,0,0,144,11.5,33.8,1009.6,782
2019-06-20,21.9,16.9,26,1.5,0,268,9.7,63,1010.3,405
2019-06-21,20.2,15.3,24.9,0,0,289,11.2,33.8,1016.9,535
2019-06-22,20.3,14.8,25.7,0,0,36,12.6,33.5,1022,726
2019-06-23,21.2,14.3,28,0,0,53,11.5,32.8,1022.6,860
2019-06-24,23.6,15.5,29.6,0,0,80,11.2,35.3,1023.9,943
2019-06-25,27.1,20.4,33.7,0,0,120,11.9,37.1,1021.6,894
2019-06-26,29.1,19.9,37.1,0,0,297,13.7,48.6,1019.3,893
2019-06-27,19.5,14.6,25.7,0,0,301,18,44.3,1023.3,878
2019-06-28,18.6,12.1,24.7,0,0,295,10.4,35.3,1024,578
2019-06-29,23.3,13.3,31.1,0,0,280,6.1,24.1,1020.4,929
2019-06-30,28.9,16.9,38.6,0,0,202,15.1,44.3,1012.5,903
2019-07-01,22.4,16.5,28.6,0,0,289,15.1,43.9,1014,472
2019-07-02,17.7,12.7,21.8,0,0,291,20.2,46.8,1018.8,544
2019-07-03,15.4,10.4,19.9,0,0,292,14.8,43.9,1022.4,476
2019-07-04,16.9,9.8,22.9,0,0,286,14.8,43.2,1021.2,670
2019-07-05,18.2,13.9,20.6,0,0,278,17.3,42.1,1014.1,2
2019-07-06,17.6,13,23.7,3.7,0,255,13.7,45,1009.1,19
2019-07-07,15,10.9,18.9,0,0,285,19.1,49.3,1010.6,150
2019-07-08,14.2,11.1,18,0.9,0,279,16.9,44.3,1014.9,119
2019-07-09,14.3,9.5,18.7,0,0,285,14,37.8,1016.9,264
2019-07-10,15.9,10.3,22.8,1,0,285,15.5,38.9,1016.8,380
2019-07-11,18.4,8.5,25.2,1.7,0,257,7.2,29.5,1013,573
2019-07-12,17.8,15.5,21.8,1.6,0,309,5.4,18.4,1010.2,120
2019-07-13,19.2,15,26.1,3.9,0,324,9.4,36.4,1011.9,428
2019-07-14,16.9,14.1,20.8,0,0,292,11.5,34.6,1016.3,167
2019-07-15,15.7,13.9,17.8,0,0,283,13.3,29.5,1016.4,0
2019-07-16,16.9,13,22.1,0,0,275,16.9,36.4,1014.2,186
2019-07-17,17.3,11.4,24.3,0,0,290,9.7,29.5,1014.3,498
2019-07-18,21.4,13.1,28.2,0,0,98,7.6,26.6,1012.3,729
2019-07-19,21.1,16.1,25.4,0.2,0,236,10.1,33.5,1012.9,102
2019-07-20,23.2,14.8,30.7,12.2,0,147,10.4,64.8,1013.8,622
2019-07-21,21.4,16.8,27.4,0,0,269,13,47.5,1017.7,575
2019-07-22,20,14.3,24.9,0,0,290,7.9,37.8,1022.5,224
2019-07-23,24.1,16.1,30.7,0,0,300,10.1,33.5,1020.7,900
2019-07-24,25.8,15.7,32.5,0,0,33,6.8,24.1,1018.1,885
2019-07-25,26.6,19.1,33.7,0,0,51,9,27.7,1017.7,879
2019-07-26,24.7,18.3,30.9,0,0,50,13,34.6,1013.7,887
2019-07-27,23.7,19.3,28.3,0,0,73,15.8,40.7,1007,655
2019-07-28,25.4,18.4,31.3,0,0,80,12.2,37.1,1002.6,739
2019-07-29,25.5,20.5,33.3,28.9,0,7,7.2,51.1,1007.1,272
2019-07-30,22.2,19.9,26.2,0,0,284,11.5,29.5,1010.7,168
2019-07-31,20,15.4,23.6,44.4,0,329,7.6,56.9,1014.6,196
2019-08-01,18.8,14.3,24.3,0.2,0,306,7.2,27,1016.5,292
2019-08-02,18.5,13.9,25.9,14,0,54,5.4,33.5,1014.7,461
2019-08-03,19.7,15.4,25.8,0,0,18,6.5,31.3,1014.4,590
2019-08-04,19,13.9,23.9,0,0,292,9.7,38.2,1015.6,330
2019-08-05,20.6,13.6,25.6,0,0,173,8.3,30.2,1011.8,237
2019-08-06,21.7,15.8,28.2,0.2,0,264,9.7,55.1,1009.2,434
2019-08-07,21.2,16.3,25.9,0,0,247,9.7,40.7,1006.5,200
2019-08-08,20.7,14.9,27.2,0,0,265,14.4,52.6,1010,621
2019-08-09,21.9,12.7,27.9,0,0,271,7.2,29.5,1011.7,631
2019-08-10,24.1,19.1,29.1,0,0,215,20.2,50,1010.3,456
2019-08-11,23.1,15.9,29,0.1,0,241,12.2,43.2,1014.1,579
2019-08-12,20.5,17,23.2,0,0,260,13.7,33.5,1013.9,249
2019-08-13,17.8,13.1,23.2,0,0,262,17.6,52.9,1015,540
2019-08-14,16.5,11.3,22.1,0,0,261,11.5,47.5,1017,667
2019-08-15,18.3,11.8,22.8,0,0,172,13.3,47.5,1012.6,59
2019-08-16,17.8,13.2,23,0,0,269,11.9,35.3,1015,283
2019-08-17,20.5,14.3,28.1,0.2,0,168,14.8,40,1010.7,177
2019-08-18,20.1,16.1,26.4,8.6,0,207,11.2,35.3,1007.5,128
2019-08-19,18.6,13.6,24.1,0,0,262,12.2,42.5,1015.5,493
2019-08-20,18.9,11.4,24.6,0.8,0,305,5,33.5,1021.6,363
2019-08-21,17.7,12.1,22.8,0,0,293,7.9,29.2,1027.2,681
2019-08-22,19.8,11.4,26.3,0,0,111,7.6,28.4,1027.3,765
2019-08-23,21.5,14.3,28.5,0,0,120,6.8,28.4,1026.1,795
2019-08-24,22.5,14.6,28.9,0,0,70,9,35.6,1023.7,668
2019-08-25,25,19.5,31,0,0,89,12.6,37.1,1021.1,641
2019-08-26,24.3,18.4,31.5,0.2,0,73,7.9,51.8,1019.9,363
2019-08-27,25.7,19,32.7,0,0,104,9.4,35.3,1017.5,582
2019-08-28,26.1,20.1,33.3,0,0,162,9.4,50,1014.6,487
2019-08-29,24.2,18,30,0,0,286,9.7,35.3,1017.1,680
2019-08-30,24.6,20,29.7,0,0,32,6.8,18.4,1021.5,420
2019-08-31,26.8,18.9,33.5,0,0,113,10.4,35.6,1015.3,741
2019-09-01,23.6,16.1,29.9,0,0,243,14,45,1010.5,442
2019-09-02,16.5,11,21.5,0,0,292,13,39.6,1020.5,642
2019-09-03,15.7,9.2,20.9,0.4,0,238,12.2,40.7,1022.1,104
2019-09-04,19.6,12,27.2,0.6,0,221,10.8,42.1,1015.7,608
2019-09-05,17.1,11.6,22.4,0,0,267,21.6,61.2,1015.5,461
2019-09-06,14.7,7.9,20.5,0,0,242,11.5,35.6,1022.7,725
2019-09-07,14.7,8.6,20,0.1,0,140,6.8,25.2,1018.4,123
2019-09-08,16.1,12.2,21.1,1.7,0,15,5.8,25.2,1017.7,326
2019-09-09,13.6,11.9,14.6,16.3,0,11,10.1,39.6,1011.6,0
2019-09-10,15.1,10.7,19.8,0,0,264,23.4,58.7,1014.9,442
2019-09-11,16.1,7.7,22.7,0.3,0,208,11.9,43.9,1021.7,615
2019-09-12,17.5,14.2,22.3,0,0,235,13.7,35.3,1026,143
2019-09-13,16.8,8.8,23.4,0.1,0,278,14.4,55.1,1028.8,193
2019-09-14,12.7,6.2,18.9,0,0,275,5.8,27,1032.7,672
2019-09-15,16.6,9.3,23.8,0,0,235,17.6,50,1020.5,532
2019-09-16,13.9,12,16,0,0,270,14.8,31.3,1018.2,18
2019-09-17,11.5,8.9,16.1,4.3,0,272,21.2,61.6,1014.5,170
2019-09-18,11.4,7,16.6,0,0,293,17.3,48.2,1021.3,390
2019-09-19,10.7,5.7,16.5,0,0,290,11.2,33.5,1027,547
2019-09-20,11.3,4.3,17.1,0,0,270,10.4,29.2,1027.7,276
2019-09-21,14.1,7.1,21.4,0,0,259,5.8,25.2,1022.5,684
2019-09-22,16.7,7.8,24.7,0,0,94,9.4,33.8,1014.5,678
2019-09-23,17,10.1,22.9,0,0,94,9.4,33.5,1013.7,601
2019-09-24,15.3,12.3,18.6,0,0,149,6.1,20.5,1012.5,80
2019-09-25,14.8,10.9,17.2,2.2,0,158,6.1,17.3,1006.6,0
2019-09-26,15.3,8.8,20.5,0,0,184,7.2,20.5,1010.9,395
2019-09-27,15,10.8,16.8,12.1,0,207,10.1,27.7,1009.7,48
2019-09-28,14.3,10.7,19.3,6,0,203,13.7,41.4,1010.5,243
2019-09-29,14.5,12.1,15.9,10,0,205,16.9,34.6,1003,33
2019-09-30,14.5,10.6,16.3,1.9,0,252,28.8,82.8,999.7,107
2019-10-01,13.9,10.7,17.3,13.3,0,219,16.9,42.1,1001.6,8
2019-10-02,9.8,6.7,13.8,3.3,0,308,13.3,38.2,1004.7,197
2019-10-03,9.3,6.6,12,0.9,0,280,15.1,40,1012.3,46
2019-10-04,8.8,4.1,11.7,14.5,0,126,8.6,31,1010.5,106
2019-10-05,8.6,3.8,12.4,0,0,38,12.2,40.7,1014.1,144
2019-10-06,6.6,1.6,11,0,0,73,8.6,26.6,1020.8,449
2019-10-07,5.9,-0.8,12.5,0,0,322,3.6,18,1020,523
2019-10-08,10.3,5.6,13.6,2.2,0,201,14.8,40,1007.7,0
2019-10-09,12.5,9.2,16.1,1.2,0,223,17.3,42.5,1006.4,242
2019-10-10,11.1,8.9,15.3,0.4,0,245,19.8,46.8,1009.9,213
2019-10-11,13.3,9.2,15.8,0,0,217,22.3,46.4,1012.5,53
2019-10-12,16.6,14.6,19.7,0,0,224,20.9,57.2,1010.1,292
2019-10-13,19.1,14.1,24,0,0,192,13,32,1011.9,302
2019-10-14,18.5,14.7,22.2,0,0,246,10.1,31.3,1013.8,576
2019-10-15,16.2,11.5,21.5,0,0,100,7.9,26.6,1007.5,552
2019-10-16,12,9.3,14.2,7.2,0,215,17.3,58,1008.3,0
2019-10-17,14.8,11.9,17.3,0.5,0,195,13,32.8,1012.5,17
2019-10-18,14.8,8.9,19.5,2,0,192,14.8,55.4,1010.3,402
2019-10-19,12.6,8.8,16.4,0,0,167,11.9,33.5,1010.4,66
2019-10-20,15.3,11.5,20.4,0,0,148,6.5,16.6,1010.9,276
2019-10-21,14.8,10.5,18.6,0,0,176,5.4,14.8,1017.3,106
2019-10-22,12.2,6.8,17.4,0,0,271,5,20.5,1023.6,286
2019-10-23,12,5.3,17.2,0.1,0,77,9,36.4,1019.8,417
2019-10-24,13.6,9.3,16.6,0,0,137,10.4,31.3,1011.1,10
2019-10-25,13.9,9.4,17.8,0,0,219,14,46.4,1018.2,297
2019-10-26,14.2,10.5,17.9,0,0,201,17.6,40.7,1015.6,467
2019-10-27,11.4,5.4,16.5,1.3,0,246,18.7,43.9,1015.4,0
2019-10-28,7.4,3.3,12.4,0.1,0,259,14.4,36.4,1020,332
2019-10-29,4.8,-1,9.6,0,0,323,6.8,21.6,1025,121
2019-10-30,2.3,-3.2,8.9,0,0,127,2.9,11.2,1030.6,414
2019-10-31,1.9,-3,7.5,0,0,79,4,16.6,1027.6,475
2019-11-01,3.3,-1.7,6.8,1.6,0,127,14.4,38.2,1013.6,288
2019-11-02,11.4,6.7,16.3,0.6,0,179,14,32,994.2,9
2019-11-03,11.2,8.1,12.9,3.6,0,148,10.4,25.2,990.5,5
2019-11-04,10.3,7.2,13,6.2,0,196,9.4,32.8,990.3,27
2019-11-05,9.2,6.3,11,2,0,230,11.5,27.7,995.5,8
2019-11-06,8,4.4,9.1,2.3,0,260,11.2,26.6,1000,0
2019-11-07,8.3,4.9,11.1,0,0,157,7.9,20.5,1003.7,14
2019-11-08,7.7,3.8,10.5,1.3,0,74,6.8,23.4,1007,21
2019-11-09,6.7,4.1,7.6,3.7,0,283,9.7,29.5,1006.7,0
2019-11-10,4.9,1.5,9.1,0,0,192,3.6,14.8,1013.8,363
2019-11-11,3.3,1.3,7.2,0,0,149,13,40,1011.7,288
2019-11-12,4.7,1.5,7.6,0,0,174,14.8,31.3,1006.1,92
2019-11-13,5.1,3.4,6.9,0,0,173,10.4,22.7,1003.3,0
2019-11-14,5.6,3.1,9.1,0,0,138,12.2,46.8,1009,425
2019-11-15,7.2,3.9,9.7,1,0,92,19.8,46.4,1006.7,5
2019-11-16,6.4,1.4,8.9,1.3,0,169,14,44.3,1007.8,0
2019-11-17,4.1,-0.3,9.9,1.3,0,56,8.3,25.9,1012.3,0
2019-11-18,8.6,4.2,11.6,0.5,0,146,15.1,37.1,1006.7,0
2019-11-19,6.5,4.7,9,7.2,0,201,16.9,51.8,1015.7,375
2019-11-20,5.3,4.9,6.1,0,0,1,5.4,16.6,1018.5,0
2019-11-21,8.2,6.1,10,4.6,0,86,9.4,20.9,1012,0
2019-11-22,8.9,7,10.3,0,0,136,11.2,27.7,1010.7,60
2019-11-23,5.9,3.2,7.7,0,0,85,16.9,37.1,1009.1,144
2019-11-24,4.6,3.1,6.5,0,0,81,15.1,35.3,1011.3,41
2019-11-25,4.5,3.7,5.1,0,0,93,12.2,27,1012.6,0
2019-11-26,6.4,4.1,8.5,0,0,167,11.2,25.2,1007.7,0
2019-11-27,6.8,5.4,8.3,2.9,0,156,15.8,38.2,997.8,0
2019-11-28,10,7.8,12.4,1,0,201,24.8,52.9,991.3,91
2019-11-29,5.2,-0.4,9.3,0,0,273,24.5,53.6,1002.7,48
2019-11-30,0.8,-2.8,4.5,0,0,268,10.8,27,1020.7,216
2019-12-01,2.1,1,3.6,0,0,261,6.5,14.8,1022.2,0
2019-12-02,2.9,1.1,4.7,0.5,0,271,15.5,37.8,1020.1,0
2019-12-03,2.4,-3.6,5.7,0.1,0,253,11.5,29.5,1025.8,178
2019-12-04,4.5,0.1,6.7,0,0,232,14,29.5,1023.3,154
2019-12-05,1.1,-1.9,4.3,0,0,199,10.1,26.6,1019.4,407
2019-12-06,2.3,-0.7,5.6,5.4,0,203,18.7,40,1010,0
2019-12-07,7.8,5.5,9.6,1.9,0,242,25.9,51.8,1006.4,0
2019-12-08,8.8,7.6,10.9,1.7,0,224,23.8,52.9,1002.3,2
2019-12-09,7.2,4.5,9.5,1.9,0,222,20.2,47.5,1000,235
2019-12-10,3.2,1.1,5.5,0,0,256,16.2,45,1020.1,387
2019-12-11,3.2,0.9,4.7,0.7,0,177,17.3,37.8,1011.4,0
2019-12-12,2.5,0.8,4.2,0,0,193,12.6,27.7,1002,0
2019-12-13,1.5,-0.5,2.9,0.4,0,128,15.8,40.7,986.4,229
2019-12-14,3.7,2.1,5.6,3.7,0,211,18.4,63.7,989,13
2019-12-15,5.8,2.3,9.7,2.1,0,215,22.7,48.6,1001,152
2019-12-16,6.5,4,8.7,0.2,0,175,10.1,25.9,1009.1,0
